Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000004441939;128;LAMPARA DE EMERGENCIA;REPARAR;IMPERIAL - 255001;Zona Centro;Web HD;Cerrado;2023-09-17;01-10-23;01/10/2023;3
WO0000004441942;185;PRE INDECI;PRE REGULATORIO;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Terminado;2023-09-17;18-11-23;;3
WO0000004442001;61;CORTINAS/PERSIANAS/ROLLERS;REPARAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2023-09-17;02-10-23;02/10/2023;3
WO0000004442014;42;CAJONERA  CERRADURA;REEMPLAZAR;IMPERIAL - 255001;Zona Centro;Web HD;Cerrado;2023-09-17;27-09-23;27/09/2023;3
WO0000004442034;231;STICKER;REPONER;IMPERIAL - 255001;Zona Centro;Web HD;Rechazado;2023-09-17;01-10-23;;3
WO0000004442063;185;PRE INDECI;PRE REGULATORIO;RAUL FERRERO - 193012;Zona Centro;Web HD;Cerrado;2023-09-17;29-10-23;29/10/2023;3
WO0000004442078;49;CERRADURA;APERTURAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004442121;42;CAJONERA  CERRADURA;REEMPLAZAR;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2023-09-17;21-09-23;21/09/2023;3
WO0000004442480;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2023-09-17;24-09-23;24/09/2023;3
WO0000004442551;32;CAJA BUZON;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004442559;35;CAJA PULMON;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004442623;32;CAJA BUZON;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004442638;251;TUBERIA DE AGUA;REPARAR;ABANCAY - 200000;Zona Norte;Web HD;Cerrado;2023-09-17;26-09-23;26/09/2023;3
WO0000004442641;42;CAJONERA  CERRADURA;REEMPLAZAR;MENDIOLA - 191078;Zona Centro;Web HD;Cerrado;2023-09-17;20-09-23;20/09/2023;3
WO0000004442900;257;URINARIOS;REVISAR;CHINCHA - 315000;Zona Centro;Web HD;Cerrado;2023-09-17;20-09-23;20/09/2023;3
WO0000004442926;171;PISOS;RESANAR;CHINCHA - 315000;Zona Centro;Web HD;Rechazado;2023-09-17;11-10-23;;3
WO0000004443039;163;PARED;PINTAR;JACOBO HUNTER - 215022;Zona Norte;Web HD;Cerrado;2023-09-17;21-10-23;21/10/2023;3
WO0000004443043;180;PORTA AFICHES;REPARAR;JACOBO HUNTER - 215022;Zona Norte;Web HD;Cerrado;2023-09-17;24-09-23;24/09/2023;3
WO0000004443083;42;CAJONERA  CERRADURA;REEMPLAZAR;LA RAMBLA BRASIL - 191166;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004443123;57;CONTADOR DE MONEDAS;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2023-09-17;17-09-23;17/09/2023;3
WO0000004443158;199;PUNTO / CABLE DE RED;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004443264;56;CONTADOR DE BILLETES;REPARAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004443390;146;MODULOS;REPARAR;LA SALLE - 191114;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004443432;56;CONTADOR DE BILLETES;REPARAR;PARCONA - 380007;Zona Centro;Web HD;Cerrado;2023-09-17;23-09-23;23/09/2023;3
WO0000004443564;159;PANEL CONTRA INCENDIO;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004443589;69;DETECTOR DE BILLETES;REPARAR;IMPERIAL - 255001;Zona Centro;Web HD;Cerrado;2023-09-17;23-09-23;23/09/2023;3
WO0000004443902;59;CORTE DE ENERGIA;REVISAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2023-09-17;23-09-23;23/09/2023;3
WO0000004443995;57;CONTADOR DE MONEDAS;REPARAR;NACIONES UNIDAS - 191084;Zona Centro;Web HD;Cerrado;2023-09-17;17-09-23;17/09/2023;3
WO0000004444031;251;TUBERIA DE AGUA;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-09-17;25-09-23;25/09/2023;3
WO0000004444133;252;TUBERIA DE DESAGUE;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2023-09-17;20-09-23;20/09/2023;3
WO0000004444191;64;CREDENZA;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004444207;122;INODORO TANQUE DE AGUA;REVISAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2023-09-17;23-09-23;23/09/2023;3
WO0000004444221;130;LAVATORIO;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Rechazado;2023-09-17;17-09-23;;3
WO0000004444235;56;CONTADOR DE BILLETES;REPARAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2023-09-17;21-09-23;21/09/2023;3
WO0000004444288;122;INODORO TANQUE DE AGUA;REVISAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004444290;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2023-09-17;20-09-23;20/09/2023;3
WO0000004444405;32;CAJA BUZON;REPARAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2023-09-17;20-09-23;20/09/2023;3
WO0000004444425;56;CONTADOR DE BILLETES;REPARAR;ZARATE - 191097;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004444488;30;CABLEADO;REVISAR;VITARTE - 191043;Zona Centro;Web HD;Cerrado;2023-09-17;21-09-23;21/09/2023;3
WO0000004444791;32;CAJA BUZON;REPROGRAMAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004444947;251;TUBERIA DE AGUA;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004444950;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE PRODUCTORES - 191061;Zona Centro;Web HD;Rechazado;2023-09-17;21-09-23;;3
WO0000004444974;189;PUERTA / MAMPARA  CERRADURA;DUPLICADO DE LLAVE;PUNTO BCP SANTA CLARA - 191173;Zona Centro;Web HD;Cerrado;2023-09-17;23-09-23;23/09/2023;3
WO0000004444981;160;PANEL DE ALARMAS;REPARACION;AYACUCHO - 220000;Zona Centro;NULL;Terminado;2023-09-17;26-09-23;;1
WO0000004444993;32;CAJA BUZON;REPARAR;LAS ALONDRAS - 191044;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004445064;56;CONTADOR DE BILLETES;REPARAR;MERCADO DE PRODUCTORES - 191061;Zona Centro;Web HD;Cerrado;2023-09-17;26-09-23;26/09/2023;3
WO0000004445082;221;SILLAS;REPARAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2023-09-17;19-09-23;19/09/2023;3
WO0000004445107;232;TABLERO ELECTRICO;REVISAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2023-09-17;18-09-23;18/09/2023;3
WO0000004445110;106;FOCO AHORRADOR;CAMBIAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2023-09-17;25-09-23;25/09/2023;3
WO0000004445180;160;PANEL DE ALARMAS;REPARACION;AYACUCHO - 220000;Zona Centro;NULL;Rechazado;2023-09-18;04-10-23;;1
WO0000004445250;160;PANEL DE ALARMAS;REPARACION;AYACUCHO - 220000;Zona Centro;NULL;Rechazado;2023-09-18;04-10-23;;1
WO0000004445251;160;PANEL DE ALARMAS;REPARACION;AYACUCHO - 220000;Zona Centro;NULL;Rechazado;2023-09-18;04-10-23;;1
WO0000004445507;106;FOCO AHORRADOR;CAMBIAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004445635;92;ESCRITORIO;LIMPIAR;EL CARMEN - 315001;Zona Centro;Web HD;Cerrado;2023-09-18;17-10-23;17/10/2023;3
WO0000004445669;57;CONTADOR DE MONEDAS;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004445672;123;INODOROS;REVISAR;MOLICENTRO - 193004;Zona Centro;Web HD;Cerrado;2023-09-18;18-09-23;18/09/2023;3
WO0000004445674;11;ARMARIO CERRADURA;APERTURAR;RAUL FERRERO - 193012;Zona Centro;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004445721;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;SAN JUAN DE MARCONA - 513000;Zona Centro;Web HD;Cerrado;2023-09-18;24-09-23;24/09/2023;3
WO0000004445764;155;ORDENADORES DE COLA;REPARAR;LA FONTANA - 193054;Zona Centro;Web HD;Cerrado;2023-09-18;25-09-23;25/09/2023;3
WO0000004445814;219;SEPARADORES;REPARAR;CONSTRUCTORES - 193005;Zona Centro;Web HD;Rechazado;2023-09-18;19-09-23;;3
WO0000004445906;108;FOCO FLOURESCENTES;CAMBIAR;HUB ZARATE - 100005;Zona Centro;Web HD;Cerrado;2023-09-18;23-09-23;23/09/2023;3
WO0000004445931;199;PUNTO / CABLE DE RED;REVISAR;CREDITO AUTOMOTRIZ - 100004;Zona Centro;Web HD;Cerrado;2023-09-18;18-09-23;18/09/2023;3
WO0000004446015;189;PUERTA / MAMPARA  CERRADURA;APERTURAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2023-09-18;18-09-23;18/09/2023;3
WO0000004446074;57;CONTADOR DE MONEDAS;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004446078;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004446090;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-09-18;25-09-23;25/09/2023;3
WO0000004446231;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-09-18;26-09-23;26/09/2023;3
WO0000004446237;56;CONTADOR DE BILLETES;REPARAR;PURUCHUCO - 191020;Zona Centro;Web HD;Cerrado;2023-09-18;26-09-23;26/09/2023;3
WO0000004446300;262;VIDRIO;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2023-09-18;26-10-23;26/10/2023;3
WO0000004446340;108;FOCO FLOURESCENTES;CAMBIAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004446582;221;SILLAS;REPARAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004446700;30;CABLEADO;REVISAR;LOS RUISEÑORES - 191115;Zona Centro;Web HD;Cerrado;2023-09-18;21-09-23;21/09/2023;3
WO0000004446716;5;AIRE ACONDICIONADO;REPARAR;MOLICENTRO - 193004;Zona Centro;Web HD;Cerrado;2023-09-18;21-09-23;21/09/2023;3
WO0000004446753;30;CABLEADO;REVISAR;CHINCHA - 315000;Zona Centro;Web HD;Cerrado;2023-09-18;21-09-23;21/09/2023;3
WO0000004446785;144;MESAS;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Rechazado;2023-09-18;18-09-23;;3
WO0000004446797;32;CAJA BUZON;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Rechazado;2023-09-18;19-09-23;;3
WO0000004446858;93;ESCRITORIO CERRADURA;REEMPLAZAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004446920;221;SILLAS;REPARAR;LA FONTANA - 193054;Zona Centro;Web HD;Cerrado;2023-09-18;25-09-23;25/09/2023;3
WO0000004447022;164;PARED MAYOLICA;RESANAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Cerrado;2023-09-18;23-09-23;23/09/2023;3
WO0000004447034;248;TICKETERA;REVISAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004447103;199;PUNTO / CABLE DE RED;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2023-09-18;24-09-23;24/09/2023;3
WO0000004447114;232;TABLERO ELECTRICO;REVISAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2023-09-18;18-09-23;18/09/2023;3
WO0000004447257;42;CAJONERA  CERRADURA;REEMPLAZAR;SANTA ANITA - 191052;Zona Centro;Web HD;Rechazado;2023-09-18;20-09-23;;3
WO0000004447308;108;FOCO FLOURESCENTES;CAMBIAR;MALA - 255002;Zona Centro;Web HD;Rechazado;2023-09-18;23-09-23;;3
WO0000004447334;189;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;SANTA ANITA - 191052;Zona Centro;Web HD;Rechazado;2023-09-18;20-09-23;;3
WO0000004447423;128;LAMPARA DE EMERGENCIA;REPARAR;MALA - 255002;Zona Centro;Web HD;Cerrado;2023-09-18;02-10-23;02/10/2023;3
WO0000004447439;113;GRUPO ELECTROGENO;ALQUILER;MALA - 255002;Zona Centro;Web HD;Cerrado;2023-09-18;23-09-23;23/09/2023;3
WO0000004447491;258;VENTANA;REPARAR;NICOLAS AYLLON - 191027;Zona Centro;Web HD;Cerrado;2023-09-18;14-10-23;14/10/2023;3
WO0000004447587;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;MALA - 255002;Zona Centro;Web HD;Cerrado;2023-09-18;21-09-23;21/09/2023;3
WO0000004447629;56;CONTADOR DE BILLETES;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2023-09-18;30-09-23;30/09/2023;3
WO0000004447662;144;MESAS;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004447830;69;DETECTOR DE BILLETES;REPARAR;URUBAMBA - 285009;Zona Norte;Web HD;Cerrado;2023-09-18;23-09-23;23/09/2023;3
WO0000004447960;250;TOTEM;REPARAR;CHINCHA - 315000;Zona Centro;Web HD;Cerrado;2023-09-18;30-09-23;30/09/2023;3
WO0000004447966;231;STICKER;REPONER;CHINCHA - 315000;Zona Centro;Web HD;Cerrado;2023-09-18;02-10-23;02/10/2023;3
WO0000004448003;181;PORTA FOLLETO;REPARAR;CHINCHA - 315000;Zona Centro;Web HD;Rechazado;2023-09-18;23-09-23;;3
WO0000004448049;56;CONTADOR DE BILLETES;REPARAR;C.B. FIORI - 191088;Zona Centro;Web HD;Rechazado;2023-09-18;19-09-23;;3
WO0000004448053;28;CABLE DE SEGURIDAD;APERTURAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Rechazado;2023-09-18;19-09-23;;3
WO0000004448057;199;PUNTO / CABLE DE RED;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-09-18;19-09-23;19/09/2023;3
WO0000004448164;249;TOMACORRIENTES;REVISAR;GRAU (LIMA) - 191005;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004448464;206;REFLECTOR / LAMPARAS;REVISAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-09-18;23-09-23;23/09/2023;3
WO0000004448545;56;CONTADOR DE BILLETES;REPARAR;NAYLAMP - 191143;Zona Centro;Web HD;Cerrado;2023-09-18;25-09-23;25/09/2023;3
WO0000004448551;180;PORTA AFICHES;REPARAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2023-09-18;24-09-23;24/09/2023;3
WO0000004448577;79;DVR;REPARAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2023-09-18;19-10-23;19/10/2023;3
WO0000004448581;253;TV;REPARAR;ARGENTINA - 191014;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;2
WO0000004448694;197;PULSADOR DE ASALTO;REPARAR;CAQUETA - 191091;Zona Centro;Web HD;Cerrado;2023-09-18;16-10-23;16/10/2023;3
WO0000004448820;232;TABLERO ELECTRICO;REVISAR;ICA - 380000;Zona Centro;Web HD;Cerrado;2023-09-18;28-09-23;28/09/2023;3
WO0000004448821;251;TUBERIA DE AGUA;REPARAR;ICA - 380000;Zona Centro;Web HD;Cerrado;2023-09-18;17-10-23;17/10/2023;3
WO0000004448822;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;ICA - 380000;Zona Centro;Web HD;Cerrado;2023-09-18;20-09-23;20/09/2023;3
WO0000004449075;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;LA SALLE - 191114;Zona Centro;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004449115;117;IMANTADO;CONFECCIONAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004449119;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004449129;188;PUERTA / MAMPARA;REPARAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Rechazado;2023-09-19;20-09-23;;3
WO0000004449130;117;IMANTADO;CONFECCIONAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004449137;188;PUERTA / MAMPARA;REPARAR;MOLICENTRO - 193004;Zona Centro;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004449208;188;PUERTA / MAMPARA;REPARAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Rechazado;2023-09-19;20-09-23;;3
WO0000004449324;41;CAJONERA;REPARAR;LAS ALONDRAS - 191044;Zona Centro;Web HD;Cerrado;2023-09-19;23-09-23;23/09/2023;3
WO0000004449328;227;SISTEMA DE VIDEO;REEMPLAZO;MOLICENTRO - 193004;Zona Centro;Web HD;Rechazado;2023-09-19;20-09-23;;2
WO0000004449339;163;PARED;PINTAR;RAUL FERRERO - 193012;Zona Centro;Web HD;Rechazado;2023-09-19;24-09-23;;3
WO0000004449344;57;CONTADOR DE MONEDAS;REPARAR;EMANCIPACION - 191054;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004449387;35;CAJA PULMON;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004449456;108;FOCO FLOURESCENTES;CAMBIAR;LAS ALONDRAS - 191044;Zona Centro;Web HD;Cerrado;2023-09-19;23-09-23;23/09/2023;3
WO0000004449506;42;CAJONERA  CERRADURA;REEMPLAZAR;LA ENSENADA - 191149;Zona Centro;Web HD;Rechazado;2023-09-19;21-09-23;;3
WO0000004449508;31;CAJA / TAPA DE PASO;REVISAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2023-09-19;19-09-23;19/09/2023;3
WO0000004449561;139;LONCHERA CERRADURA;DUPLICADO DE LLAVE;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Rechazado;2023-09-19;23-09-23;;3
WO0000004449586;248;TICKETERA;REVISAR;UNIPLAZA - 191019;Zona Centro;Web HD;Cerrado;2023-09-19;23-09-23;23/09/2023;3
WO0000004449703;108;FOCO FLOURESCENTES;CAMBIAR;METRO AV. WIESSE - 191106;Zona Centro;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004449708;32;CAJA BUZON;APERTURAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Cerrado;2023-09-19;19-09-23;19/09/2023;3
WO0000004449930;240;TECHO /BALDOSAS;CAMBIAR;LOS DAMASCOS - 193038;Zona Centro;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004449971;185;PRE INDECI;PRE REGULATORIO;PUNO - 495000;Zona Norte;Web HD;Terminado;2023-09-19;07-01-24;;3
WO0000004450003;185;PRE INDECI;PRE REGULATORIO;SAN ROMAN - 405003;Zona Norte;Web HD;Terminado;2023-09-19;07-01-24;;3
WO0000004450113;57;CONTADOR DE MONEDAS;REPARAR;SANTA LUZMILA - 191063;Zona Centro;Web HD;Rechazado;2023-09-19;20-09-23;;3
WO0000004450134;41;CAJONERA;REPARAR;LOS ALISOS - 191080;Zona Centro;Web HD;Cerrado;2023-09-19;21-09-23;21/09/2023;3
WO0000004450138;136;LLAVE SHUNT;REPARAR;LOS ALISOS - 191080;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004450144;219;SEPARADORES;REPARAR;VENEZUELA - 191026;Zona Centro;Web HD;Rechazado;2023-09-19;19-09-23;;3
WO0000004450147;5;AIRE ACONDICIONADO;REPARAR;VENEZUELA - 191026;Zona Centro;Web HD;Cerrado;2023-09-19;04-10-23;04/10/2023;3
WO0000004450150;197;PULSADOR DE ASALTO;REPARAR;SAN MARCOS - 192081;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004450229;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;NAZCA - 440000;Zona Centro;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004450366;108;FOCO FLOURESCENTES;CAMBIAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2023-09-19;19-09-23;19/09/2023;3
WO0000004450473;41;CAJONERA;REPARAR;HUAYCAN - 191085;Zona Centro;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004450544;42;CAJONERA  CERRADURA;REEMPLAZAR;HUAYCAN - 191085;Zona Centro;Web HD;Rechazado;2023-09-19;21-09-23;;3
WO0000004450755;108;FOCO FLOURESCENTES;CAMBIAR;HUAYCAN - 191085;Zona Centro;Web HD;Cerrado;2023-09-19;24-09-23;24/09/2023;3
WO0000004450910;42;CAJONERA  CERRADURA;APERTURAR;PUNTO BCP SANTA CLARA - 191173;Zona Centro;Web HD;Cerrado;2023-09-19;23-09-23;23/09/2023;3
WO0000004451003;5;AIRE ACONDICIONADO;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451129;15;ATM;PINTAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2023-09-19;07-10-23;07/10/2023;3
WO0000004451175;5;AIRE ACONDICIONADO;REPARAR;MALA - 255002;Zona Centro;Web HD;Cerrado;2023-09-19;04-10-23;04/10/2023;3
WO0000004451222;231;STICKER;REPONER;NARANJAL - 191141;Zona Centro;Web HD;Terminado;2023-09-19;20-09-23;;3
WO0000004451233;206;REFLECTOR / LAMPARAS;CAMBIAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451241;117;IMANTADO;CONFECCIONAR;NACIONES UNIDAS - 191084;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451265;108;FOCO FLOURESCENTES;CAMBIAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451281;41;CAJONERA;REPARAR;MALA - 255002;Zona Centro;Web HD;Cerrado;2023-09-19;26-09-23;26/09/2023;3
WO0000004451317;260;VENTILADOR;REPARAR;MALA - 255002;Zona Centro;Web HD;Rechazado;2023-09-19;26-09-23;;3
WO0000004451366;199;PUNTO / CABLE DE RED;REVISAR;PLAZA SAN MARTIN - 191004;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451387;123;INODOROS;REVISAR;VENEZUELA - 191026;Zona Centro;Web HD;Cerrado;2023-09-19;26-09-23;26/09/2023;3
WO0000004451507;160;PANEL DE ALARMAS;REPARACION;ALTO DE LA ALIANZA - 540004;Zona Norte;NULL;Terminado;2023-09-19;25-09-23;;1
WO0000004451539;108;FOCO FLOURESCENTES;CAMBIAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004451544;92;ESCRITORIO;MANTENIMIENTO;EL CARMEN - 315001;Zona Centro;Web HD;Cerrado;2023-09-19;28-09-23;28/09/2023;1
WO0000004451545;30;CABLEADO;REVISAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2023-09-19;02-10-23;02/10/2023;3
WO0000004451554;5;AIRE ACONDICIONADO;REPARAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2023-09-19;23-09-23;23/09/2023;3
WO0000004451557;188;PUERTA / MAMPARA;REPARAR;EL CARMEN - 315001;Zona Centro;Web HD;Cerrado;2023-09-19;02-10-23;02/10/2023;3
WO0000004451614;120;INDECI;REGULATORIO;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Cerrado;2023-09-19;;30/11/2023;3
WO0000004451628;192;PUERTA/MAMPARA BRAZO HIDRAULICO;REPARAR;TOQUEPALA - 565000;Zona Norte;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004451647;113;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;EL CARMEN - 315001;Zona Centro;Web HD;Cerrado;2023-09-19;25-09-23;25/09/2023;3
WO0000004451712;32;CAJA BUZON;REPROGRAMAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2023-09-19;20-09-23;20/09/2023;3
WO0000004451757;117;IMANTADO;CONFECCIONAR;CHINCHA - 315000;Zona Centro;Web HD;Rechazado;2023-09-19;23-09-23;;3
WO0000004451809;188;PUERTA / MAMPARA;REPARAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Cerrado;2023-09-19;26-09-23;26/09/2023;3
WO0000004451818;117;IMANTADO;CONFECCIONAR;PISCO - 470000;Zona Centro;Web HD;Cerrado;2023-09-19;27-09-23;27/09/2023;3
WO0000004454065;42;CAJONERA  CERRADURA;REEMPLAZAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Zona Norte;Web HD;Cerrado;2023-09-20;23-09-23;23/09/2023;3
WO0000004454070;108;FOCO FLOURESCENTES;CAMBIAR;CAILLOMA - 191098;Zona Centro;Web HD;Cerrado;2023-09-20;21-09-23;21/09/2023;3
WO0000004454128;56;CONTADOR DE BILLETES;REPARAR;CAILLOMA - 191098;Zona Centro;Web HD;Cerrado;2023-09-20;25-09-23;25/09/2023;3
